award_id,winner_type,team_id,individual
96979,TEAM,28801,
96980,TEAM,28924,
96981,TEAM,41746,
96982,TEAM,51369,
83814,TEAM,70324,
98818,TEAM,72426,
85140,TEAM,60677,
85141,TEAM,98758,
85141,TEAM,98760,
85142,TEAM,60681,
85143,TEAM,60681,
85152,TEAM,98757,
88915,TEAM,93040,
88916,TEAM,52115,
88916,TEAM,93037,
88917,TEAM,52114,
88918,TEAM,93040,
85439,TEAM,97200,
85440,TEAM,82568,
85440,TEAM,63241,
85441,TEAM,97200,
85442,INDIVIDUAL,,Brian Massey
85443,TEAM,63259,
85444,TEAM,48566,
83917,TEAM,56368,
83917,TEAM,82411,
83918,TEAM,37975,
83919,TEAM,23035,
97711,TEAM,50008,
97712,TEAM,81763,
99044,TEAM,86763,
89012,TEAM,83833,
89013,TEAM,58298,
89013,TEAM,48479,
89014,TEAM,83833,
89015,TEAM,102820,
89016,TEAM,58298,
84117,TEAM,93614,
84149,TEAM,98270,
84149,TEAM,82436,
84150,TEAM,65000,
84150,TEAM,82437,
84151,TEAM,82436,
84153,TEAM,84849,
84312,TEAM,82436,
88555,TEAM,86175,
88555,TEAM,65726,
88555,TEAM,65725,
88555,TEAM,65001,
96736,TEAM,86175,
96737,TEAM,78710,
89290,TEAM,94286,
89290,TEAM,77322,
89291,TEAM,61258,
89292,TEAM,97532,
89294,TEAM,94286,
89469,TEAM,44569,
89470,TEAM,77322,
82992,TEAM,82103,
82993,TEAM,82102,
82993,TEAM,82103,
82994,TEAM,65701,
82995,TEAM,51866,
82996,TEAM,39136,
82997,TEAM,103291,
82998,TEAM,82102,
82999,TEAM,82102,
90722,TEAM,71746,
90723,TEAM,71746,
90723,TEAM,65701,
85384,TEAM,53628,
85385,TEAM,81719,
85385,TEAM,100000,
85386,TEAM,85075,
85387,TEAM,35605,
85388,TEAM,81591,
85388,TEAM,62938,
85389,TEAM,49338,
95347,TEAM,62938,
76668,TEAM,55225,
76669,TEAM,55665,
76669,TEAM,54496,
76670,TEAM,96283,
76671,TEAM,55665,
93999,TEAM,101096,
93999,TEAM,55225,
99217,TEAM,60989,
81331,TEAM,77322,
78731,TEAM,72426,
91848,TEAM,72426,
91849,TEAM,63710,
97439,TEAM,71630,
97440,TEAM,12001,
83167,TEAM,50691,
83167,TEAM,38962,
83168,TEAM,50691,
83169,TEAM,62821,
83170,TEAM,75598,
83171,TEAM,82102,
83172,TEAM,75598,
96878,TEAM,71746,
96879,TEAM,57498,
96880,TEAM,50653,
96881,TEAM,63107,
96882,TEAM,56090,
82832,TEAM,63768,
82833,TEAM,81350,
82833,TEAM,81347,
82834,TEAM,39529,
82835,TEAM,81435,
82836,TEAM,81350,
92213,TEAM,95386,
92213,TEAM,81348,
84068,TEAM,65547,
84069,TEAM,75888,
84069,TEAM,53920,
84072,TEAM,90783,
84074,TEAM,56779,
84076,TEAM,64288,
84078,TEAM,76166,
84078,TEAM,57610,
84079,TEAM,59876,
88949,TEAM,47714,
88949,TEAM,82361,
88950,TEAM,47714,
88953,TEAM,82361,
88954,TEAM,39136,
88955,TEAM,82361,
87892,TEAM,70274,
87893,TEAM,83337,
87893,TEAM,70274,
87894,TEAM,14770,
97406,TEAM,63116,
97407,TEAM,70274,
76783,TEAM,93162,
76783,TEAM,33766,
76784,TEAM,93361,
94209,TEAM,93193,
94210,TEAM,51053,
94210,TEAM,82096,
94211,TEAM,93195,
96530,TEAM,84068,
97447,INDIVIDUAL,,Alan Robbins
86506,TEAM,82505,
86507,TEAM,61061,
86507,TEAM,82505,
86508,TEAM,99922,
86509,TEAM,102081,
93526,TEAM,85368,
97691,TEAM,65221,
99080,TEAM,65221,
99081,TEAM,89985,
87824,TEAM,4111,
87825,TEAM,62875,
87825,TEAM,74205,
87826,TEAM,56649,
94833,TEAM,4111,
94834,TEAM,81691,
94834,TEAM,73178,
97442,TEAM,102699,
75689,TEAM,50410,
75690,TEAM,57379,
75690,TEAM,94423,
75691,TEAM,94245,
75692,TEAM,51689,
75693,TEAM,94245,
75694,TEAM,35986,
75695,TEAM,38353,
75695,TEAM,40102,
75696,TEAM,57379,
75697,TEAM,50410,
80506,TEAM,65456,
80506,TEAM,99020,
80507,TEAM,63772,
80508,TEAM,102592,
80509,TEAM,58388,
97875,TEAM,58388,
87845,TEAM,97219,
87845,TEAM,91511,
87846,TEAM,81017,
87847,TEAM,63269,
87848,TEAM,73062,
87849,TEAM,81017,
87850,TEAM,97219,
92036,TEAM,62489,
92036,TEAM,73062,
92037,TEAM,51381,
92038,TEAM,63269,
81471,TEAM,75530,
81472,TEAM,75530,
81472,TEAM,90579,
81473,TEAM,93374,
81474,TEAM,90579,
81475,TEAM,99147,
81476,TEAM,74492,
81477,TEAM,58996,
81479,TEAM,58996,
81480,TEAM,90579,
81481,TEAM,90579,
84707,TEAM,75530,
75297,TEAM,93510,
75298,TEAM,93510,
75298,TEAM,76682,
75299,TEAM,102431,
84747,TEAM,93510,
95402,TEAM,36733,
95404,TEAM,93510,
81439,TEAM,45784,
81439,TEAM,58262,
81440,TEAM,60993,
81441,TEAM,37732,
81441,TEAM,37729,
81442,TEAM,58262,
97793,TEAM,45784,
97794,TEAM,54788,
74984,TEAM,61395,
74985,TEAM,61395,
74985,TEAM,58159,
74986,TEAM,63104,
74987,TEAM,53415,
74988,TEAM,73422,
74989,TEAM,40093,
74990,TEAM,93541,
74990,TEAM,35995,
74991,TEAM,63104,
74992,TEAM,32737,
85034,TEAM,42511,
85034,TEAM,93932,
85035,TEAM,55983,
85036,TEAM,83586,
85057,TEAM,44569,
89485,TEAM,55983,
97748,TEAM,63288,
81710,TEAM,53535,
81710,TEAM,84377,
81711,TEAM,50838,
81712,TEAM,97831,
81713,TEAM,84378,
81713,TEAM,58792,
81714,TEAM,35890,
96783,TEAM,58301,
96784,TEAM,35890,
97502,TEAM,84377,
97503,TEAM,84377,
97504,TEAM,50838,
90210,TEAM,32488,
90210,TEAM,86637,
90212,TEAM,100467,
90213,TEAM,32488,
90232,TEAM,86637,
90235,TEAM,87552,
91108,TEAM,100466,
97733,TEAM,66276,
97734,TEAM,83504,
97735,TEAM,32488,
97736,TEAM,74357,
97737,TEAM,85880,
97738,TEAM,84136,
97739,TEAM,83202,
74852,TEAM,54832,
74853,TEAM,56146,
74853,TEAM,56145,
74855,TEAM,43690,
74856,TEAM,57037,
74857,TEAM,54832,
97985,INDIVIDUAL,,Brenton Willier
84325,TEAM,71776,
84328,TEAM,93897,
84328,TEAM,49871,
84329,TEAM,49871,
85213,TEAM,93381,
97575,TEAM,23122,
74892,TEAM,69047,
74892,TEAM,51917,
74893,TEAM,88500,
74894,TEAM,93608,
74895,TEAM,93608,
74896,TEAM,69048,
91577,TEAM,97482,
91578,TEAM,69047,
96182,TEAM,72629,
96185,TEAM,51904,
76292,TEAM,93087,
76293,TEAM,61360,
76293,TEAM,67881,
76294,TEAM,67881,
76295,TEAM,93760,
76296,TEAM,93087,
94126,TEAM,93087,
94126,TEAM,61764,
75196,TEAM,64767,
75197,TEAM,64767,
75197,TEAM,93088,
75198,TEAM,81679,
75199,TEAM,93066,
75200,TEAM,81679,
75200,TEAM,8446,
75201,TEAM,64767,
75202,TEAM,68314,
97719,TEAM,79305,
76994,TEAM,75768,
76995,TEAM,75768,
76995,TEAM,50636,
76996,TEAM,50636,
76997,TEAM,50636,
75433,TEAM,98187,
75434,TEAM,98187,
75434,TEAM,28441,
75435,TEAM,4166,
75436,TEAM,88963,
75437,INDIVIDUAL,,Mason Marche
75438,TEAM,4086,
94836,TEAM,74174,
94836,TEAM,4086,
75888,TEAM,94605,
75889,TEAM,37162,
75889,TEAM,58262,
75890,TEAM,58262,
75891,TEAM,58262,
76947,TEAM,94605,
76947,TEAM,49971,
76948,TEAM,37162,
76632,TEAM,2606,
76632,TEAM,64004,
76633,TEAM,58449,
97308,TEAM,85351,
97728,TEAM,64004,
76710,TEAM,291,
76710,TEAM,10081,
76713,TEAM,70694,
76713,TEAM,37912,
93603,TEAM,10081,
76453,TEAM,82543,
76453,TEAM,82520,
76456,TEAM,3456,
97645,TEAM,82520,
97646,TEAM,37033,
97647,TEAM,57417,
97648,TEAM,71564,
97649,INDIVIDUAL,,VIRUS
97650,TEAM,57417,
97673,TEAM,56357,
97674,TEAM,82543,
77137,TEAM,51280,
77138,TEAM,51280,
77138,TEAM,33304,
77142,TEAM,62697,
77144,TEAM,31651,
77144,TEAM,62697,
91546,TEAM,51280,
97639,TEAM,33304,
97640,TEAM,17587,
97641,TEAM,31651,
97642,TEAM,61701,
79698,TEAM,59696,
79699,TEAM,59696,
79699,TEAM,67980,
79700,TEAM,59696,
79701,TEAM,99913,
93538,TEAM,59696,
89458,TEAM,93030,
89459,TEAM,93708,
89459,TEAM,93030,
89460,TEAM,70364,
89461,TEAM,93708,
89462,TEAM,13909,
89463,TEAM,6946,
89464,TEAM,37300,
89465,TEAM,93029,
89466,TEAM,37300,
89466,TEAM,6946,
89467,TEAM,93708,
89468,TEAM,64291,
87159,TEAM,93795,
87159,TEAM,65938,
87160,TEAM,62459,
87161,TEAM,79939,
97710,TEAM,93797,
97717,TEAM,65938,
90892,TEAM,68986,
90893,TEAM,99686,
90893,TEAM,70324,
90894,TEAM,97565,
90895,TEAM,12001,
90896,TEAM,84725,
90897,TEAM,98288,
90898,TEAM,84725,
90898,TEAM,98288,
90899,TEAM,70324,
74961,TEAM,74635,
80815,TEAM,93662,
80815,TEAM,64855,
83857,TEAM,85979,
83857,TEAM,101875,
97783,TEAM,1921,
99844,TEAM,82543,
99844,TEAM,82520,
87913,TEAM,84367,
87914,TEAM,84366,
87914,TEAM,84367,
87915,TEAM,84366,
87916,TEAM,56778,
87917,TEAM,56779,
87918,TEAM,82437,
87918,TEAM,82436,
87919,TEAM,64287,
87920,TEAM,82437,
91554,TEAM,90783,
94582,TEAM,98270,
94582,TEAM,64287,
94582,TEAM,64288,
94582,TEAM,90783,
78745,TEAM,50691,
78746,TEAM,50653,
78746,TEAM,50654,
78747,TEAM,38959,
78748,TEAM,57810,
87184,TEAM,81404,
87185,TEAM,50480,
87185,TEAM,54553,
87186,TEAM,84068,
87187,TEAM,81568,
87188,TEAM,50480,
86458,TEAM,75599,
86458,TEAM,75598,
86459,TEAM,47714,
86460,TEAM,74162,
86463,TEAM,75598,
97799,TEAM,75598,
97800,TEAM,103189,
97801,TEAM,2101,
97802,TEAM,50277,
81849,TEAM,97118,
81849,TEAM,71924,
81850,TEAM,28123,
81851,TEAM,38962,
81853,TEAM,38962,
83562,TEAM,84377,
83563,TEAM,84377,
83563,TEAM,97831,
83564,TEAM,50838,
83565,TEAM,77766,
83565,TEAM,72591,
83566,TEAM,77766,
98152,TEAM,58792,
98153,TEAM,77766,
98154,TEAM,84377,
98155,TEAM,101797,
96487,TEAM,92443,
96487,TEAM,92445,
98124,TEAM,89604,
98125,TEAM,92443,
98129,TEAM,91565,
98129,TEAM,103517,
78275,TEAM,94245,
78276,TEAM,45280,
78276,TEAM,94245,
78277,TEAM,62510,
75562,TEAM,63691,
75562,TEAM,63505,
75563,TEAM,63505,
75564,TEAM,51604,
75565,TEAM,63505,
75566,TEAM,72072,
97283,TEAM,101936,
75426,TEAM,7166,
75427,TEAM,7166,
75427,TEAM,43423,
75428,TEAM,98829,
75429,TEAM,19591,
75430,INDIVIDUAL,,Kyle Robinson
75431,TEAM,58705,
94835,TEAM,27940,
94835,TEAM,27937,
97761,INDIVIDUAL,,Angela Purdy
76216,TEAM,51996,
76216,TEAM,74635,
76217,TEAM,84444,
76218,TEAM,48079,
76219,TEAM,86263,
91069,TEAM,90363,
76717,TEAM,60536,
76717,TEAM,73808,
76720,TEAM,28711,
76720,TEAM,28702,
93607,TEAM,28711,
79514,TEAM,93157,
79514,TEAM,86819,
79515,TEAM,61114,
79516,TEAM,56111,
79517,TEAM,93157,
96372,TEAM,61114,
96372,TEAM,56111,
97367,TEAM,93157,
97652,TEAM,91615,
76738,TEAM,56676,
76738,TEAM,74344,
76739,TEAM,96966,
76740,TEAM,94876,
76741,TEAM,74344,
76742,INDIVIDUAL,,Jorge  Ayon Cevantes
93650,TEAM,77322,
96893,TEAM,77322,
76653,TEAM,62716,
76653,TEAM,93443,
76654,TEAM,96982,
76655,TEAM,93350,
76656,TEAM,83491,
76658,TEAM,62716,
76960,TEAM,84615,
76961,TEAM,93443,
84708,TEAM,84613,
97147,INDIVIDUAL,,Lockheed Martin
76775,TEAM,61302,
76776,TEAM,55356,
94120,TEAM,85980,
94120,TEAM,62871,
94121,TEAM,85980,
97718,TEAM,76947,
78721,TEAM,60825,
78722,TEAM,72804,
78722,TEAM,61007,
78723,TEAM,94492,
78724,TEAM,72856,
78725,TEAM,61007,
78744,TEAM,94492,
77422,TEAM,50217,
77423,TEAM,58597,
77423,TEAM,94639,
77424,TEAM,72031,
77425,TEAM,101108,
77427,TEAM,71794,
80527,TEAM,13282,
80528,TEAM,56696,
80528,TEAM,39529,
80529,TEAM,17038,
92211,TEAM,13312,
92212,TEAM,13309,
92212,TEAM,13312,
93564,TEAM,63768,
80866,TEAM,82103,
80867,TEAM,82102,
80867,TEAM,82103,
80868,TEAM,82102,
80869,TEAM,39136,
80870,TEAM,103291,
80870,TEAM,99575,
80871,TEAM,82102,
79193,TEAM,58220,
79194,TEAM,58220,
79194,TEAM,61300,
79195,TEAM,61300,
79196,TEAM,64914,
79197,TEAM,61300,
85348,TEAM,95911,
82302,TEAM,81435,
82303,TEAM,13246,
82303,TEAM,66898,
82304,TEAM,24805,
82307,TEAM,13246,
96627,TEAM,81435,
96627,TEAM,54543,
82432,TEAM,72713,
82433,TEAM,56961,
82433,TEAM,56957,
82434,TEAM,56961,
82435,TEAM,82201,
82435,TEAM,56959,
82436,TEAM,56961,
90339,TEAM,56957,
81005,TEAM,73744,
81005,TEAM,97198,
81006,TEAM,97200,
81007,TEAM,82568,
81008,TEAM,72717,
81008,TEAM,82568,
81009,TEAM,63461,
87725,TEAM,73744,
87726,TEAM,24604,
97226,TEAM,82568,
97227,TEAM,72717,
97732,INDIVIDUAL,,Andrew Crawford
82252,TEAM,73059,
82253,TEAM,60206,
82253,TEAM,73059,
82254,TEAM,53479,
82255,TEAM,60207,
82256,INDIVIDUAL,,Jackie Barthel
82258,TEAM,63736,
82396,TEAM,59870,
82397,TEAM,74115,
82397,TEAM,32620,
82399,TEAM,32620,
82401,TEAM,45724,
82403,TEAM,32836,
82403,TEAM,84663,
82404,TEAM,59870,
91304,TEAM,67504,
91305,TEAM,61415,
94180,TEAM,85873,
85496,TEAM,55072,
85497,TEAM,28726,
85497,TEAM,55072,
85498,TEAM,99093,
85499,TEAM,56136,
85500,TEAM,99093,
85500,TEAM,58172,
85501,TEAM,55072,
85263,TEAM,71790,
85263,TEAM,82611,
85264,TEAM,74970,
85265,TEAM,71790,
85266,TEAM,49076,
91769,TEAM,97663,
91770,TEAM,15109,
86575,TEAM,96986,
86576,TEAM,85410,
86576,TEAM,66740,
86577,TEAM,96985,
86578,TEAM,66742,
86579,TEAM,58367,
86579,TEAM,91775,
86580,TEAM,58366,
97796,TEAM,85409,
97796,TEAM,60849,
97796,TEAM,66741,
97796,TEAM,71714,
85853,TEAM,70450,
85854,TEAM,94820,
85854,TEAM,39043,
85856,TEAM,73648,
85857,TEAM,104044,
85858,TEAM,98042,
85859,TEAM,73648,
97722,TEAM,39043,
97723,TEAM,94820,
97724,TEAM,70450,
97724,TEAM,73648,
97725,TEAM,70450,
94163,TEAM,57750,
94164,TEAM,57750,
94164,TEAM,23353,
94165,TEAM,23353,
97675,TEAM,47719,
97676,TEAM,94281,
97677,INDIVIDUAL,,Sayanthan Paramanathan
97678,TEAM,19003,
97679,INDIVIDUAL,,James Templeman
97854,TEAM,93008,
97855,TEAM,19003,
97855,TEAM,57076,
96517,TEAM,61486,
96518,TEAM,51035,
96518,TEAM,89062,
96519,TEAM,81563,
96520,TEAM,58679,
96521,TEAM,57714,
96521,TEAM,57715,
96522,TEAM,89062,
97727,INDIVIDUAL,,John Bapst Memorial High School
85621,TEAM,68039,
85621,TEAM,50104,
85622,TEAM,50103,
85623,TEAM,69084,
85624,TEAM,68039,
85625,TEAM,50104,
85626,TEAM,50103,
85626,TEAM,69084,
85627,TEAM,50103,
85628,TEAM,68039,
91847,TEAM,68039,
97740,INDIVIDUAL,,Christian Sierra
85469,TEAM,101711,
85470,TEAM,56071,
85470,TEAM,74882,
85478,TEAM,56071,
85479,TEAM,49305,
85479,TEAM,8140,
85480,TEAM,83903,
85486,TEAM,96792,
92003,TEAM,83903,
92006,TEAM,74882,
79957,TEAM,17818,
79958,TEAM,63118,
79958,TEAM,17818,
79959,TEAM,56370,
79960,TEAM,94294,
79961,TEAM,100842,
79962,TEAM,63118,
79963,TEAM,18352,
79964,TEAM,63116,
79965,TEAM,93449,
79966,INDIVIDUAL,,Devina Velasquez
79967,TEAM,100842,
79967,TEAM,93449,
79968,TEAM,100842,
79969,TEAM,18055,
79970,TEAM,56386,
87803,TEAM,64629,
87804,TEAM,64631,
87804,TEAM,64630,
87805,TEAM,53442,
87806,TEAM,63736,
87807,TEAM,53103,
87807,TEAM,73059,
87808,TEAM,64631,
87809,TEAM,83938,
87921,TEAM,64631,
91551,INDIVIDUAL,,Bryan Moore
91552,TEAM,74848,
97229,INDIVIDUAL,,Prographix
83726,TEAM,73936,
83726,TEAM,75532,
83727,TEAM,85331,
83729,TEAM,129630,
83730,TEAM,129627,
83730,TEAM,129629,
83731,TEAM,85331,
83732,TEAM,58415,
83733,TEAM,73937,
88144,TEAM,58413,
98013,TEAM,84031,
84991,TEAM,59607,
84992,TEAM,59607,
84992,TEAM,59608,
84993,TEAM,32773,
84994,TEAM,58787,
84996,TEAM,59607,
87190,TEAM,32488,
87190,TEAM,33835,
87191,TEAM,88763,
87192,TEAM,93908,
87193,TEAM,32488,
98357,TEAM,49201,
98359,TEAM,72359,
98360,TEAM,91971,
98361,TEAM,32488,
98362,TEAM,86637,
98363,TEAM,84136,
98364,TEAM,94231,
98365,TEAM,66909,
79173,TEAM,97044,
79174,TEAM,28549,
79174,TEAM,6841,
79175,TEAM,65526,
79176,TEAM,6841,
94843,TEAM,73831,
94843,TEAM,58705,
97487,TEAM,74011,
82061,TEAM,66039,
82061,TEAM,84367,
82062,TEAM,53443,
82063,TEAM,104411,
82064,TEAM,84366,
82064,TEAM,63119,
82065,TEAM,66039,
97867,TEAM,63119,
97868,TEAM,56779,
82321,TEAM,73808,
82322,TEAM,73808,
82322,TEAM,44773,
82323,TEAM,88680,
82324,TEAM,51758,
82325,TEAM,85805,
82325,TEAM,85804,
82326,TEAM,44773,
82327,TEAM,28963,
76188,TEAM,56090,
76188,TEAM,56091,
76189,TEAM,63072,
76191,TEAM,56091,
90719,TEAM,50691,
90720,TEAM,82103,
90721,TEAM,56090,
97789,TEAM,78936,
97790,TEAM,56091,
83287,TEAM,51397,
83288,TEAM,82201,
83288,TEAM,51397,
83289,TEAM,55710,
83290,TEAM,82200,
83291,TEAM,51397,
83292,TEAM,64331,
83292,TEAM,55710,
80739,TEAM,46048,
80739,TEAM,46054,
80740,TEAM,85685,
80741,TEAM,50892,
80742,TEAM,46054,
80743,TEAM,99597,
80744,TEAM,99594,
80746,TEAM,49347,
91043,TEAM,81564,
91044,TEAM,46054,
97682,TEAM,99596,
78660,TEAM,63052,
78661,TEAM,57830,
78661,TEAM,86528,
78662,TEAM,24199,
78663,TEAM,86530,
78664,TEAM,94791,
78665,TEAM,63050,
78666,TEAM,63715,
78667,TEAM,70587,
78667,TEAM,37027,
78668,TEAM,63052,
78669,TEAM,37021,
81722,TEAM,53920,
81722,TEAM,75121,
81724,TEAM,75051,
81725,TEAM,101016,
81726,TEAM,65723,
81726,TEAM,48108,
81727,TEAM,65900,
81731,TEAM,101777,
81840,TEAM,86027,
97230,TEAM,65723,
97231,TEAM,65900,
84065,TEAM,39529,
84066,TEAM,39529,
84066,TEAM,13312,
84067,TEAM,39529,
93534,TEAM,39529,
98344,TEAM,93333,
87663,TEAM,18352,
78278,TEAM,70347,
78280,TEAM,94245,
76342,TEAM,10081,
76343,TEAM,10081,
76343,TEAM,70694,
76344,TEAM,14554,
76345,TEAM,25807,
76346,TEAM,99093,
76346,TEAM,291,
76347,TEAM,10081,
76348,TEAM,22831,
75106,TEAM,61280,
75106,TEAM,90363,
75107,TEAM,48079,
75108,TEAM,86263,
91070,TEAM,74635,
76906,TEAM,37162,
76907,TEAM,13042,
76907,TEAM,37162,
76908,TEAM,21817,
76909,TEAM,61433,
76910,INDIVIDUAL,,Josie Villanueva
76911,TEAM,61433,
76911,TEAM,49971,
76912,TEAM,49971,
84772,TEAM,62697,
84773,TEAM,51280,
84773,TEAM,31651,
84778,TEAM,51280,
98111,TEAM,31651,
98112,TEAM,51280,
80986,TEAM,87709,
80986,TEAM,87708,
93991,TEAM,62306,
93992,TEAM,87707,
93993,TEAM,87708,
93994,TEAM,101683,
93994,TEAM,78258,
98346,TEAM,101683,
98347,TEAM,88218,
90128,TEAM,81741,
90129,TEAM,81741,
90129,TEAM,82378,
90130,TEAM,73046,
90131,TEAM,64272,
90132,TEAM,81741,
85234,TEAM,19294,
85235,TEAM,83619,
85235,TEAM,64767,
85237,TEAM,81680,
85238,TEAM,66912,
85239,TEAM,8446,
85239,TEAM,39493,
93983,TEAM,83619,
90316,TEAM,93375,
90317,TEAM,81118,
90317,TEAM,93375,
90318,TEAM,6726,
90319,TEAM,70558,
90320,TEAM,93375,
90321,TEAM,83025,
96077,TEAM,39136,
96078,TEAM,76507,
96078,TEAM,129628,
96079,TEAM,86146,
96080,TEAM,39139,
98330,TEAM,39139,
98330,TEAM,39136,
76893,TEAM,71177,
76894,TEAM,70524,
76894,TEAM,61360,
76895,TEAM,103377,
76896,TEAM,71177,
94122,TEAM,87095,
94122,TEAM,85980,
97871,TEAM,88844,
97872,TEAM,70524,
89969,TEAM,34156,
89970,TEAM,51397,
89970,TEAM,34156,
89971,TEAM,51397,
89973,TEAM,34156,
97471,TEAM,57470,
97471,TEAM,74980,
74880,TEAM,78199,
74880,TEAM,50054,
74881,TEAM,78367,
74882,TEAM,59577,
90239,TEAM,87552,
90239,TEAM,100467,
90240,TEAM,100351,
90241,TEAM,83995,
90243,TEAM,87552,
90244,TEAM,71582,
91110,TEAM,100467,
77278,TEAM,93768,
77279,TEAM,77902,
77283,TEAM,22168,
75944,TEAM,101071,
75945,TEAM,92641,
75945,TEAM,93008,
75946,TEAM,84205,
75947,TEAM,92641,
75948,TEAM,94047,
75949,TEAM,52798,
84709,TEAM,47719,
75341,TEAM,102095,
75342,TEAM,102095,
75342,TEAM,41,
75343,TEAM,56837,
75344,TEAM,63443,
75345,TEAM,5226,
75346,TEAM,5226,
76118,TEAM,83698,
76119,TEAM,63307,
76119,TEAM,82567,
76120,TEAM,71921,
76121,TEAM,98246,
76122,INDIVIDUAL,,Dylan Elmer
76123,TEAM,63307,
76723,TEAM,73808,
76724,TEAM,81579,
76724,TEAM,88104,
76725,TEAM,60534,
76726,TEAM,60536,
76727,TEAM,73808,
76727,TEAM,74571,
76728,TEAM,65130,
98630,TEAM,65130,
98630,TEAM,28702,
98630,TEAM,60537,
98630,TEAM,60536,
77553,TEAM,47035,
77554,TEAM,22390,
77554,TEAM,47035,
77555,TEAM,74614,
77556,TEAM,22393,
97984,TEAM,70568,
97984,TEAM,7909,
98859,TEAM,98046,
98860,TEAM,57417,
98860,TEAM,22396,
98861,TEAM,24523,
78900,TEAM,81350,
78901,TEAM,81350,
78901,TEAM,81347,
78902,TEAM,81350,
78903,TEAM,13552,
78904,TEAM,2906,
78904,TEAM,13555,
98798,TEAM,81350,
81617,TEAM,49871,
81617,TEAM,83795,
81618,TEAM,83795,
81620,TEAM,72512,
81621,TEAM,93381,
81622,TEAM,97419,
81624,TEAM,76259,
81625,TEAM,61390,
81627,TEAM,76259,
81627,TEAM,27289,
81628,TEAM,83795,
81631,TEAM,100759,
81632,TEAM,18895,
81636,TEAM,83879,
81637,TEAM,76259,
81639,INDIVIDUAL,,Stephen Hanrahan
81641,TEAM,49871,
98834,TEAM,27289,
82298,TEAM,13312,
82299,TEAM,13246,
82299,TEAM,13309,
82300,TEAM,13282,
82301,TEAM,2026,
96628,TEAM,39529,
96629,TEAM,39529,
96629,TEAM,13312,
82962,TEAM,82736,
82962,TEAM,82737,
82963,TEAM,64361,
81443,TEAM,28732,
81444,TEAM,83619,
81444,TEAM,83923,
81445,TEAM,66500,
87664,TEAM,14770,
87664,TEAM,23563,
87667,TEAM,92941,
87668,TEAM,70378,
87670,TEAM,93452,
81067,TEAM,61395,
81068,TEAM,36856,
81068,TEAM,64631,
81069,TEAM,64629,
81070,TEAM,61395,
81070,TEAM,58159,
81071,TEAM,40093,
81072,TEAM,63690,
98370,TEAM,70324,
98371,TEAM,70324,
87398,TEAM,98187,
87399,TEAM,83090,
87399,TEAM,76109,
87400,TEAM,56649,
87401,TEAM,94625,
87402,TEAM,3441,
87402,TEAM,98187,
87403,TEAM,98187,
84974,TEAM,86201,
84974,TEAM,86609,
84975,TEAM,57495,
84976,TEAM,86609,
84977,TEAM,27334,
85219,TEAM,83743,
85220,TEAM,86201,
85221,TEAM,76259,
85222,TEAM,68243,
85223,TEAM,96318,
85224,TEAM,95526,
98329,TEAM,86609,
98349,INDIVIDUAL,,Ernie Dixon
80750,TEAM,63505,
80750,TEAM,64373,
80751,TEAM,64373,
80752,TEAM,93895,
80753,TEAM,64370,
80753,TEAM,63691,
97193,TEAM,86740,
97194,TEAM,63505,
97195,TEAM,63505,
87260,TEAM,86531,
87261,TEAM,94191,
87261,TEAM,17587,
87262,TEAM,14728,
87263,TEAM,94191,
87264,TEAM,2546,
87265,TEAM,2556,
87266,TEAM,33490,
87267,TEAM,33238,
87268,TEAM,101369,
91547,TEAM,33490,
94678,TEAM,4361,
94678,TEAM,2551,
98345,INDIVIDUAL,,Jeff Williams
89846,TEAM,23029,
89846,TEAM,63118,
89847,TEAM,63116,
89848,TEAM,94294,
89849,TEAM,14770,
95362,TEAM,63118,
98713,TEAM,89776,
98714,TEAM,23029,
98715,TEAM,81192,
98736,TEAM,64680,
98736,TEAM,63116,
84592,TEAM,38962,
84593,TEAM,2631,
84593,TEAM,83353,
84594,TEAM,50277,
84595,TEAM,38962,
86031,TEAM,70274,
86032,TEAM,70274,
86032,TEAM,26893,
86034,TEAM,98899,
86035,TEAM,70331,
86036,TEAM,4746,
86037,TEAM,49926,
86038,TEAM,70274,
98327,TEAM,56257,
98328,INDIVIDUAL,,Don Wilmot
90344,TEAM,57470,
90345,TEAM,57470,
90345,TEAM,57471,
90346,TEAM,64230,
90347,TEAM,67228,
90347,TEAM,97746,
91841,TEAM,57471,
91842,TEAM,83863,
93565,TEAM,57470,
90660,TEAM,48146,
90661,TEAM,48146,
90661,TEAM,94084,
90662,TEAM,66993,
90663,TEAM,61057,
85682,TEAM,62697,
85683,TEAM,33490,
85683,TEAM,62697,
85684,TEAM,74823,
85685,TEAM,87333,
85686,TEAM,33490,
85687,TEAM,4356,
85688,TEAM,101369,
85689,TEAM,94263,
85690,TEAM,90053,
85691,TEAM,51240,
85691,TEAM,63696,
85692,TEAM,62697,
85693,TEAM,74671,
85694,TEAM,64613,
85128,TEAM,81184,
85129,TEAM,81184,
85129,TEAM,66174,
85130,TEAM,58388,
85131,TEAM,83836,
88558,TEAM,105498,
88559,TEAM,105498,
88559,TEAM,63576,
88560,TEAM,18649,
88561,TEAM,71009,
88562,TEAM,63576,
93535,TEAM,81042,
86883,TEAM,86819,
86883,TEAM,104750,
86884,TEAM,51381,
86885,TEAM,93157,
98407,TEAM,56111,
98408,TEAM,93157,
98408,TEAM,56111,
88608,TEAM,46642,
88609,TEAM,55072,
